Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Weekly_Sales
0,71.27,3.743,215.2918561,7.682,1559889.0
0,72.99,3.807,215.4599053,7.682,1564819.81
0,72.03,3.81,215.6279544,7.682,1455090.69
0,77.72,3.786,215.5037878,7.682,1466046.67
0,86.41,3.637,214.9980596,7.682,1532114.86
0,83.58,3.594,215.0910982,7.682,1438830.15
0,85.55,3.524,215.1841368,7.962,1488538.09
0,85.83,3.48,215.2771754,7.962,1534849.64
0,88.54,3.575,215.3611087,7.962,1455119.97
0,85.77,3.651,215.4222784,7.962,1396926.82
0,86.83,3.682,215.4834482,7.962,1352219.79
0,91.65,3.684,215.544618,7.962,1624383.75
0,90.76,3.638,215.6057878,7.962,1525147.09
0,87.96,3.523,215.7332258,7.962,1464693.46
0,87.83,3.533,215.7971409,7.962,1550229.22
1,76.0,3.546,215.861056,7.962,1540471.24
0,79.94,3.526,216.0410526,7.962,1514259.78
0,75.8,3.467,216.3758246,7.962,1380020.27
0,79.69,3.355,216.7105965,7.962,1394561.83
0,69.31,3.285,217.0453684,7.866,1630989.95
0,71.74,3.274,217.3552733,7.866,1493525.93
0,63.71,3.353,217.5159762,7.866,1502562.78
0,66.57,3.372,217.6766791,7.866,1445249.09
0,54.98,3.332,217.837382,7.866,1697229.58
0,59.11,3.297,217.9980849,7.866,1594938.89
0,62.25,3.308,218.2205088,7.866,1539483.7
0,48.91,3.172,218.7147333,7.866,1584083.95
0,43.93,3.158,218.9618456,7.866,1799682.38
0,51.63,3.159,219.1794533,7.866,1881176.67
0,47.96,3.112,219.3577216,7.866,2270188.99
1,44.55,3.129,219.5359898,7.866,1497462.72
0,49.01,3.157,219.7142581,7.348,1550369.92
0,48.53,3.261,219.8925263,7.348,1459601.17
0,54.11,3.268,219.9856893,7.348,1394393.84
0,54.26,3.29,220.0788523,7.348,1319325.59
1,48.02,3.409,220.2651783,7.348,1802477.43
0,45.32,3.51,220.4257586,7.348,1819870.0
0,57.25,3.555,220.636902,7.348,1539387.83
0,60.96,3.63,220.8480454,7.348,1688420.76
0,58.76,3.669,221.0591887,7.348,1675431.16
0,64.74,3.734,221.2118132,7.348,1677472.78
0,65.93,3.787,221.2864126,7.348,1511068.07
0,67.61,3.845,221.3610119,7.348,1649604.63
0,70.43,3.891,221.4356112,7.143,1899676.88
0,75.55,3.749,221.6718,7.143,1684519.99
0,73.77,3.688,221.7256632,7.143,1611096.05
0,70.33,3.63,221.742674,7.143,1595901.87
0,77.22,3.561,221.744944,7.143,1555444.55
0,77.95,3.501,221.7472139,7.143,1624477.58
0,78.3,3.452,221.7494839,7.143,1697230.96
0,79.35,3.393,221.7626421,7.143,1630607.0
0,78.39,3.346,221.8030211,7.143,1527845.81
0,84.88,3.286,221.8434,7.143,1540421.49
0,77.12,3.256,221.9241579,6.908,1527014.04
0,80.42,3.311,221.9327267,6.908,1497954.76
0,82.66,3.407,221.9412954,6.908,1439123.71
0,86.11,3.417,221.9498642,6.908,1631135.79
0,85.05,3.494,221.9584329,6.908,1592409.97
0,84.85,3.571,222.0384109,6.908,1597868.05
0,77.66,3.62,222.1719457,6.908,1494122.38
0,80.49,3.638,222.3054805,6.908,1582083.4
1,83.96,3.73,222.4390153,6.908,1661767.33
0,74.97,3.717,222.5820193,6.908,1517428.87
0,69.87,3.721,222.7818386,6.908,1506126.06
0,76.08,3.666,222.9816579,6.908,1437059.26
0,68.55,3.617,223.1814772,6.573,1670785.97
0,62.99,3.601,223.3812965,6.573,1573072.81
0,67.97,3.594,223.4257233,6.573,1508068.77
0,69.16,3.506,223.4442513,6.573,1493659.74
0,40.19,2.572,210.7526053,8.324,2136989.46
1,38.49,2.548,210.8979935,8.324,2137809.5
0,39.69,2.514,210.9451605,8.324,2124451.54
0,47.17,2.625,211.0067542,8.324,1991013.13
0,57.56,2.667,211.037551,8.324,1990483.78
0,54.52,2.72,210.8733316,8.324,1946070.88
0,51.26,2.732,210.6766095,8.324,1750197.81
0,63.27,2.719,210.4798874,8.2,2066187.72
0,65.41,2.77,210.2831653,8.2,1954689.21
0,68.07,2.808,210.1495463,8.2,1874957.94
0,66.98,2.78,210.0505833,8.2,1802450.29
0,73.31,2.854,209.9984585,8.2,1880752.36
0,74.83,2.826,210.2768443,8.2,1896937.1
0,81.13,2.759,210.5552301,8.2,1957113.89
0,81.81,2.705,210.833616,8.2,2102539.93
0,83.4,2.668,211.1120018,8.2,2025538.76
0,85.81,2.637,211.1096543,8.2,2001636.96
0,82.74,2.669,210.8803726,8.099,2003940.64
0,82.59,2.642,210.7657317,8.099,1880902.62
0,85.32,2.623,210.7577954,8.099,1845879.79
0,87.66,2.608,210.8921319,8.099,1781717.71
0,83.49,2.64,211.0264684,8.099,1804246.16
0,89.05,2.692,211.2951413,8.099,1895601.05
0,88.7,2.664,211.2596586,8.099,1964335.23
0,87.12,2.619,211.2241759,8.099,1863840.49
0,82.05,2.582,211.1806415,8.099,1793903.6
0,69.24,2.603,211.3298742,8.163,1827440.43
0,63.19,2.633,211.4044906,8.163,1849921.44
0,65.8,2.72,211.4713286,8.163,1794355.49
0,68.5,2.725,211.5187208,8.163,1737947.64
0,57.85,2.689,211.6135053,8.163,1939061.41
0,59.69,2.728,211.6608975,8.163,1916812.74
0,50.81,2.771,211.5470304,8.163,1956739.17
1,62.98,2.735,211.4062867,8.163,2658725.29
0,49.33,2.708,211.265543,8.163,2015781.27
0,45.5,2.843,211.1247993,8.163,2378726.55
0,47.55,2.869,211.0645458,8.163,2609166.75
0,49.97,2.886,211.0646599,8.163,3436007.68
1,47.3,2.943,211.064774,8.163,1750434.55
0,44.69,2.976,211.0648881,8.028,1758050.79
0,33.02,2.983,211.1176713,8.028,1744193.58
0,41.4,3.016,211.4864691,8.028,1751384.9
0,42.83,3.01,211.8552668,8.028,1695371.68
0,38.25,2.989,212.2240646,8.028,1929346.23
1,33.19,3.022,212.5928624,8.028,2168041.61
0,57.83,3.045,212.9033115,8.028,2080884.82
0,60.8,3.065,213.190421,8.028,1833511.08
0,57.77,3.288,213.4775305,8.028,1981607.78
0,62.32,3.488,214.0156238,8.028,1902557.66
0,69.42,3.473,214.2521573,8.028,1766162.05
0,55.43,3.524,214.4886908,7.931,1800171.36
0,67.0,3.622,214.7252242,7.931,1847552.61
0,69.48,3.743,214.9420631,7.931,1856467.84
0,69.39,3.807,215.1096657,7.931,1886339.6
0,69.21,3.81,215.2772683,7.931,1745545.28
0,61.48,3.906,215.4448709,7.931,1837743.6
0,74.61,3.899,215.6124735,7.931,1838513.07
0,67.14,3.907,215.3834778,7.931,1688281.86
0,83.07,3.699,214.9254865,7.931,1933756.21
0,83.4,3.648,214.6964908,7.931,1929153.16
0,86.53,3.637,214.6513538,7.931,1953771.99
0,85.17,3.594,214.7441108,7.931,1790925.8
0,89.83,3.575,215.0134426,7.852,1785187.29
0,90.07,3.682,215.1363819,7.852,1680693.06
0,93.34,3.684,215.1978515,7.852,1876704.26
0,91.58,3.638,215.2593211,7.852,1812768.26
0,89.86,3.554,215.3229307,7.852,1844094.59
0,90.45,3.523,215.386897,7.852,1821139.91
0,89.64,3.533,215.4508632,7.852,1809119.7
1,77.97,3.546,215.5148295,7.852,1748000.65
0,75.58,3.467,216.0282356,7.852,1669299.78
0,78.14,3.355,216.3620333,7.852,1650394.44
0,69.92,3.285,216.6958311,7.441,1837553.43
0,71.67,3.274,217.0048261,7.441,1743882.19
0,55.53,3.332,217.4853605,7.441,1959707.9
0,62.01,3.308,217.8670218,7.441,1902762.5
1,56.36,3.236,218.1130269,7.441,2614202.3
0,48.74,3.172,218.3590319,7.441,1954952.0
0,41.76,3.158,218.605037,7.441,2290549.32
0,50.13,3.159,218.8217928,7.441,2432736.52
0,46.66,3.112,218.9995495,7.441,3224369.8
1,44.57,3.129,219.1773063,7.441,1874226.52
0,45.99,3.261,219.5328198,7.057,1744725.48
1,46.98,3.409,219.9049073,7.057,2103322.68
0,43.82,3.51,220.0651993,7.057,2196688.46
0,54.63,3.555,220.275944,7.057,1861802.7
0,58.79,3.63,220.4866886,7.057,1952555.66
0,63.68,3.734,220.8498468,7.057,1976082.13
0,64.01,3.787,220.9244858,7.057,1790439.16
0,66.83,3.845,220.9991248,7.057,1857480.84
0,68.43,3.891,221.0737638,6.891,2129035.91
0,68.08,3.891,221.1484028,6.891,1935869.1
0,65.69,3.877,221.2021074,6.891,1847344.45
0,67.2,3.814,221.255812,6.891,1764133.09
0,76.73,3.749,221.3095166,6.891,1923957.09
0,73.87,3.688,221.3632212,6.891,1917520.99
0,78.19,3.561,221.3828029,6.891,1912791.09
0,78.38,3.501,221.3852748,6.891,1910092.37
0,78.69,3.452,221.3877467,6.891,2010216.49
0,80.56,3.393,221.4009901,6.891,1962924.3
0,81.04,3.346,221.4411622,6.891,1887733.21
0,86.32,3.286,221.4813343,6.891,1881046.12
0,84.2,3.227,221.5215064,6.565,2041507.4
0,80.17,3.256,221.5616784,6.565,1830075.13
0,83.23,3.311,221.5701123,6.565,1819666.46
0,86.37,3.407,221.5785461,6.565,1757923.88
0,90.22,3.417,221.5869799,6.565,1946104.64
0,88.55,3.494,221.5954138,6.565,1866719.96
0,84.79,3.571,221.6751459,6.565,1928016.01
0,76.91,3.62,221.8083518,6.565,1876788.15
0,82.64,3.638,221.9415576,6.565,1947083.3
1,87.65,3.73,222.0747635,6.565,1898777.07
0,75.88,3.717,222.2174395,6.565,1814806.63
0,71.09,3.721,222.4169362,6.565,1829415.67
0,70.27,3.617,222.8159296,6.17,1998321.04
0,45.71,2.572,214.4248812,7.368,461622.22
1,47.93,2.548,214.5747916,7.368,420728.96
0,47.07,2.514,214.6198868,7.368,421642.19
0,52.05,2.561,214.6475127,7.368,407204.86
0,53.04,2.625,214.6751386,7.368,415202.04
0,63.08,2.667,214.7027646,7.368,384200.69
0,60.42,2.72,214.5301219,7.368,375328.59
0,57.06,2.732,214.3241011,7.368,359949.27
0,65.56,2.719,214.1180803,7.343,423294.4
0,68.0,2.77,213.9120595,7.343,415870.28
0,66.98,2.808,213.7726889,7.343,354993.26
0,67.87,2.795,213.7221852,7.343,339976.65
0,70.24,2.78,213.6716815,7.343,361248.39
0,73.47,2.835,213.6211778,7.343,399323.86
0,77.18,2.854,213.6196139,7.343,384357.94
0,75.81,2.826,213.9116886,7.343,343763.17
0,78.6,2.759,214.2037634,7.343,350089.23
0,78.53,2.705,214.4958382,7.343,396968.8
0,82.1,2.668,214.787913,7.343,355017.09
0,83.52,2.637,214.7858259,7.343,364076.85
0,82.2,2.669,214.5463222,7.346,381151.72
0,83.32,2.608,214.5564968,7.346,352864.49
0,85.13,2.627,214.8341952,7.346,402635.76
0,86.74,2.692,214.9730444,7.346,339597.38
0,88.02,2.664,214.9314191,7.346,351728.21
0,86.15,2.619,214.8897938,7.346,362134.09
0,84.16,2.577,214.8481685,7.346,366473.97
1,80.84,2.565,214.8065431,7.346,352260.97
0,82.36,2.582,214.8322484,7.346,363064.64
0,76.9,2.624,214.9084516,7.346,355626.87
0,73.6,2.603,214.9846548,7.564,358784.1
0,66.99,2.633,215.060858,7.564,395107.35
0,69.71,2.72,215.1293114,7.564,345584.39
0,71.64,2.725,215.17839,7.564,348895.98
0,72.04,2.716,215.2274686,7.564,348591.74
0,62.94,2.689,215.2765472,7.564,423175.56
0,62.79,2.728,215.3256258,7.564,386635.03
0,57.72,2.771,215.2074519,7.564,372545.32
1,68.71,2.735,215.0614025,7.564,565567.84
0,57.16,2.886,214.7017828,7.564,605990.41
0,53.35,2.976,214.6955104,7.551,378241.34
0,44.76,2.983,214.7470729,7.551,381061.1
0,50.74,3.016,215.1268275,7.551,350876.7
0,48.71,3.01,215.5065821,7.551,364866.24
0,45.95,2.989,215.8863367,7.551,438516.53
0,61.58,3.045,216.5843571,7.551,432782.1
0,67.4,3.065,216.8780275,7.551,397211.19
0,65.11,3.288,217.1716979,7.551,437084.51
0,61.29,3.459,217.4653683,7.551,404753.3
0,69.47,3.488,217.7235226,7.551,392109.51
0,68.76,3.524,218.2114184,7.574,374556.08
0,72.55,3.622,218.4553663,7.574,384075.31
0,75.88,3.743,218.6788642,7.574,366250.69
0,78.69,3.81,219.0236099,7.574,367405.4
0,69.45,3.906,219.1959827,7.574,413042.12
0,79.87,3.899,219.3683556,7.574,386312.68
0,75.79,3.907,219.127216,7.574,364603.13
0,84.29,3.699,218.6449369,7.574,394507.84
0,86.96,3.637,218.3551748,7.574,403423.34
0,85.1,3.524,218.5467052,7.567,368962.72
0,85.38,3.48,218.6424704,7.567,395146.24
0,86.19,3.651,218.7857881,7.567,360617.37
0,88.07,3.682,218.8440545,7.567,345381.29
0,88.45,3.684,218.9023209,7.567,409981.25
0,88.44,3.554,219.023271,7.567,379716.91
0,87.67,3.523,219.0866908,7.567,366367.55
0,89.12,3.533,219.1501106,7.567,375988.69
1,81.72,3.546,219.2135305,7.567,377347.49
0,83.63,3.526,219.3972867,7.567,375629.51
0,80.19,3.467,219.7414914,7.567,365248.94
0,75.54,3.285,220.4299007,7.197,403342.4
0,73.75,3.274,220.7486167,7.197,368282.57
0,69.03,3.353,220.9144005,7.197,394976.36
0,71.04,3.372,221.0801842,7.197,389540.62
0,59.31,3.332,221.245968,7.197,459443.22
0,63.91,3.308,221.6432852,7.197,398838.97
1,68.0,3.236,221.9011185,7.197,556925.19
0,54.97,3.172,222.1589519,7.197,472511.32
0,49.26,3.158,222.4167852,7.197,468772.8
0,57.95,3.159,222.6426418,7.197,510747.62
0,53.41,3.112,222.8258628,7.197,551221.21
1,48.29,3.129,223.0090839,7.197,410553.88
0,52.42,3.157,223.1923049,6.833,398178.21
0,59.33,3.36,223.6591137,6.833,424960.66
1,51.65,3.409,223.753643,6.833,473292.47
0,52.39,3.51,223.9170153,6.833,475591.08
0,60.12,3.555,224.1320199,6.833,418925.47
0,60.71,3.669,224.5620291,6.833,445162.05
0,64.0,3.734,224.7166953,6.833,411775.8
0,66.53,3.787,224.7909104,6.833,413907.25
0,69.36,3.845,224.8651254,6.833,407488.84
0,73.01,3.891,224.9393405,6.664,503232.13
0,72.05,3.877,225.0689541,6.664,434822.13
0,73.39,3.814,225.1243526,6.664,394616.11
0,79.51,3.749,225.1797511,6.664,439913.57
0,72.38,3.63,225.2512024,6.664,418112.76
0,81.65,3.452,225.2521458,6.664,446336.8
0,84.66,3.393,225.2644795,6.664,442074.79
0,82.7,3.346,225.3068615,6.664,419497.95
0,86.42,3.286,225.3492435,6.664,422965.33
0,83.14,3.227,225.3916254,6.334,411206.5
0,82.28,3.256,225.4340074,6.334,416913.1
0,84.94,3.407,225.4537579,6.334,389427.9
0,86.55,3.417,225.4636332,6.334,419990.29
0,85.85,3.494,225.4735085,6.334,391811.6
0,87.36,3.571,225.5558664,6.334,394918.83
0,85.18,3.638,225.8293063,6.334,408838.73
1,84.99,3.73,225.9660263,6.334,408229.73
0,72.78,3.721,226.3151496,6.334,414392.09
0,77.46,3.666,226.5180926,6.334,389813.02
0,72.74,3.617,226.7210356,6.034,443557.65
0,70.31,3.601,226.9239785,6.034,410804.39
0,73.44,3.594,226.9688442,6.034,424513.08
0,74.66,3.506,226.9873637,6.034,405432.7
0,43.76,2.598,126.4420645,8.623,2135143.87
1,28.84,2.573,126.4962581,8.623,2188307.39
0,36.45,2.54,126.5262857,8.623,2049860.26
0,41.36,2.59,126.5522857,8.623,1925728.84
0,43.49,2.654,126.5782857,8.623,1971057.44
0,49.63,2.704,126.6042857,8.623,1894324.09
0,39.91,2.752,126.6050645,8.623,1762539.3
0,48.77,2.74,126.6034839,7.896,1979247.12
0,54.16,2.773,126.6019032,7.896,1818452.72
0,56.23,2.81,126.5621,7.896,1851519.69
0,56.87,2.805,126.4713333,7.896,1802677.9
0,53.04,2.787,126.3805667,7.896,1817273.28
0,56.77,2.836,126.2898,7.896,2000626.14
0,62.35,2.845,126.2085484,7.896,1875597.28
0,67.4,2.82,126.1843871,7.896,1903752.6
0,67.73,2.756,126.1602258,7.896,1857533.7
0,70.83,2.701,126.1360645,7.896,1903290.58
0,81.53,2.635,126.114,7.896,1929736.35
0,81.1,2.654,126.1266,7.896,1846651.95
0,80.35,2.637,126.1518,7.372,1812208.22
0,78.53,2.621,126.1498065,7.372,1898427.66
0,80.7,2.65,126.1069032,7.372,1796637.61
0,76.53,2.64,126.0854516,7.372,1907638.58
0,78.08,2.698,126.064,7.372,2007050.75
0,78.83,2.671,126.0766452,7.372,1997181.09
0,74.44,2.621,126.0892903,7.372,1848403.92
0,76.8,2.584,126.1019355,7.372,1935857.58
1,73.54,2.574,126.1145806,7.372,1865820.81
0,64.91,2.594,126.1454667,7.372,1899959.61
0,60.96,2.642,126.1900333,7.372,1810684.68
0,63.96,2.619,126.2346,7.127,1842821.02
0,67.73,2.645,126.2791667,7.127,1951494.85
0,64.17,2.736,126.3815484,7.127,1927610.06
0,56.94,2.718,126.4364194,7.127,1933333.0
0,51.6,2.699,126.4912903,7.127,2013115.79
0,52.65,2.741,126.5461613,7.127,1999794.26
0,48.05,2.78,126.6072,7.127,2097809.4
1,48.08,2.752,126.6692667,7.127,2789469.45
0,46.4,2.727,126.7313333,7.127,2102530.17
0,42.4,2.86,126.7934,7.127,2302504.86
0,46.57,2.884,126.8794839,7.127,2740057.14
0,43.21,2.887,126.9835806,7.127,3526713.39
1,38.09,2.955,127.0876774,7.127,1794868.74
0,39.34,2.98,127.1917742,6.51,1862476.27
0,31.6,2.992,127.3009355,6.51,1865502.46
0,40.6,3.022,127.5800323,6.51,1814240.85
1,33.29,3.033,127.859129,6.51,2187847.29
0,49.0,3.087,128.13,6.51,2078094.69
0,46.56,3.305,128.26475,6.51,2103455.75
0,50.93,3.461,128.3995,6.51,2039818.41
0,51.86,3.495,128.5121935,6.51,2116475.38
0,59.1,3.48,128.6160645,6.51,1944164.32
0,56.99,3.521,128.7199355,5.946,1900246.47
0,62.61,3.605,128.8238065,5.946,2074953.46
0,62.34,3.724,128.9107333,5.946,1960587.76
0,64.22,3.781,128.9998667,5.946,1878167.44
0,63.41,3.866,129.0444333,5.946,2063682.76
0,70.65,3.872,129.089,5.946,2002362.37
0,70.49,3.881,129.0756774,5.946,2015563.48
0,73.65,3.771,129.0623548,5.946,1986597.95
0,78.26,3.683,129.0490323,5.946,2065377.15
0,80.05,3.64,129.0357097,5.946,2073951.38
0,83.51,3.618,129.0432,5.946,2141210.62
0,81.85,3.57,129.0663,5.946,2008344.92
0,84.54,3.504,129.0894,5.644,2051533.53
0,84.59,3.469,129.1125,5.644,2066541.86
0,83.27,3.563,129.1338387,5.644,2049046.95
0,82.84,3.627,129.1507742,5.644,2036231.39
0,84.36,3.659,129.1677097,5.644,1989674.07
0,86.09,3.662,129.1846452,5.644,2160057.39
0,81.47,3.523,129.2832581,5.644,1988490.21
0,77.99,3.533,129.3259355,5.644,2078420.31
1,73.34,3.554,129.3686129,5.644,2093139.01
0,69.23,3.473,129.5183333,5.644,2031406.41
0,65.79,3.299,129.6938,5.143,2166737.65
0,63.75,3.283,129.7706452,5.143,2074548.85
0,64.79,3.361,129.7821613,5.143,2207742.13
0,49.86,3.322,129.8051935,5.143,2281217.31
0,47.12,3.286,129.8167097,5.143,2203028.96
0,50.44,3.294,129.8268333,5.143,2243946.59
1,47.96,3.225,129.8364,5.143,3004702.33
0,38.71,3.176,129.8459667,5.143,2180999.26
0,31.64,3.153,129.8555333,5.143,2508955.24
0,36.44,3.149,129.8980645,5.143,2771397.17
0,35.92,3.103,129.9845484,5.143,3676388.98
1,36.89,3.119,130.0710323,5.143,2007105.86
0,38.64,3.158,130.1575161,4.607,2047766.07
0,34.41,3.263,130.244,4.607,1941676.61
0,42.09,3.273,130.2792258,4.607,2005097.76
0,40.31,3.29,130.3144516,4.607,1928720.51
0,41.81,3.354,130.3496774,4.607,2173373.91
1,33.0,3.411,130.3849032,4.607,2374660.64
0,34.19,3.493,130.4546207,4.607,2427640.17
0,41.31,3.541,130.5502069,4.607,2226662.17
0,50.38,3.619,130.6457931,4.607,2206319.9
0,53.63,3.667,130.7413793,4.607,2202450.81
0,59.81,3.707,130.8261935,4.607,2214967.44
0,59.07,3.759,130.8966452,4.607,2091592.54
0,72.63,3.82,130.9670968,4.607,2089381.77
0,68.6,3.864,131.1173333,4.308,2144336.89
0,76.47,3.81,131.1266667,4.308,2064065.66
0,80.14,3.747,131.136,4.308,2196968.33
0,67.64,3.685,131.1453333,4.308,2127661.17
0,68.43,3.62,131.0983226,4.308,2207214.81
0,77.47,3.551,131.0287742,4.308,2154137.67
0,77.41,3.483,130.9592258,4.308,2179360.94
0,78.11,3.433,130.8896774,4.308,2245257.18
0,81.63,3.329,130.7929,4.308,2197299.65
0,84.23,3.257,130.7562667,4.308,2128362.92
0,80.37,3.187,130.7196333,4.077,2224499.28
0,76.86,3.224,130.683,4.077,2100252.61
0,79.14,3.263,130.7012903,4.077,2175563.69
0,81.06,3.356,130.7195806,4.077,2048613.65
0,83.86,3.374,130.737871,4.077,2174514.13
0,81.41,3.552,130.7909677,4.077,2283540.3
0,75.76,3.61,130.8381613,4.077,2125241.68
0,76.47,3.646,130.8853548,4.077,2081181.35
1,82.09,3.709,130.9325484,4.077,2125104.72
0,71.74,3.666,131.043,4.077,2027620.23
0,57.11,3.603,131.1083333,3.879,2133026.07
0,64.46,3.61,131.1499677,3.879,2097266.85
0,63.64,3.514,131.1930968,3.879,2149594.46
0,39.7,2.572,211.6539716,6.566,317173.1
1,39.81,2.548,211.8004698,6.566,311825.7
0,41.14,2.514,211.8471283,6.566,303447.57
0,46.7,2.561,211.8771468,6.566,270281.63
0,48.89,2.625,211.9071653,6.566,288855.71
0,58.5,2.667,211.9371839,6.566,297293.59
0,63.18,2.719,211.372888,6.465,331406.0
0,65.19,2.77,211.1738835,6.465,328020.49
0,65.3,2.808,211.0388528,6.465,306858.69
0,67.53,2.78,210.939388,6.465,298697.84
0,71.53,2.835,210.8896556,6.465,333522.6
0,74.79,2.854,210.8872772,6.465,296673.77
0,75.2,2.826,211.169023,6.465,301615.49
0,79.81,2.759,211.4507688,6.465,310013.11
0,79.54,2.705,211.7325146,6.465,337825.89
0,80.7,2.668,212.0142605,6.465,296641.91
0,83.72,2.653,211.8960815,6.465,295257.3
0,81.25,2.669,211.7801861,6.496,305993.27
0,81.14,2.642,211.6642907,6.496,291808.87
0,83.98,2.623,211.6561123,6.496,280701.7
0,83.66,2.608,211.7915565,6.496,274742.63
0,82.46,2.64,211.9270006,6.496,268929.03
0,86.1,2.627,212.0624447,6.496,303043.02
0,87.41,2.692,212.1978889,6.496,286477.35
0,84.06,2.577,212.0869176,6.496,323798.0
1,79.86,2.565,212.0499271,6.496,306533.08
0,82.28,2.582,212.0769346,6.496,282558.65
0,78.53,2.624,212.1519404,6.496,293131.58
0,71.1,2.603,212.2269463,6.768,283178.12
0,64.99,2.633,212.3019522,6.768,290494.85
0,70.96,2.725,212.4169928,6.768,284988.27
0,58.88,2.689,212.5126051,6.768,325310.3
0,62.37,2.728,212.5604113,6.768,301827.36
0,52.52,2.771,212.445487,6.768,297384.81
1,66.15,2.735,212.303441,6.768,488362.61
0,48.27,2.843,212.0193491,6.768,352811.53
0,51.61,2.869,211.9580815,6.768,367801.19
0,55.01,2.886,211.9573978,6.768,466010.25
1,49.79,2.943,211.9567142,6.768,298180.18
0,37.74,2.983,212.008514,6.634,260636.71
0,45.41,3.016,212.3800012,6.634,275313.34
0,44.5,3.01,212.7514884,6.634,279088.39
0,41.67,2.989,213.1229755,6.634,329613.2
1,38.25,3.022,213.4944627,6.634,311590.54
0,58.83,3.045,213.8068304,6.634,356622.61
0,63.35,3.065,214.0955503,6.634,294659.5
0,60.35,3.288,214.3842702,6.634,329033.66
0,64.31,3.488,214.9257339,6.634,312177.67
0,70.71,3.473,215.1640872,6.634,294732.5
0,72.02,3.743,215.8592673,6.489,307913.58
0,74.34,3.807,216.0280407,6.489,328415.44
0,74.75,3.81,216.1968142,6.489,307291.56
0,66.27,3.906,216.3655877,6.489,322904.68
0,77.38,3.899,216.5343611,6.489,290930.01
0,71.37,3.907,216.3023847,6.489,299614.33
0,80.14,3.786,216.0704083,6.489,297149.69
0,83.81,3.699,215.8384319,6.489,329183.92
0,83.61,3.648,215.6064555,6.489,304984.14
0,86.84,3.637,215.560463,6.489,304811.82
0,84.76,3.594,215.6539583,6.489,302881.64
0,85.81,3.524,215.7474537,6.529,327093.89
0,86.64,3.48,215.8409491,6.529,310804.93
0,88.64,3.575,215.9250696,6.529,283248.62
0,86.97,3.651,215.985753,6.529,292539.73
0,89.42,3.682,216.0464364,6.529,275142.17
0,91.07,3.684,216.1071198,6.529,317738.56
0,90.38,3.533,216.3588498,6.529,315645.53
1,79.04,3.546,216.4226819,6.529,321110.22
0,83.55,3.526,216.6033083,6.529,278529.71
0,78.01,3.467,216.9396605,6.529,291024.98
0,81.16,3.355,217.2760127,6.529,292315.38
0,71.64,3.285,217.6123648,6.3,309111.47
0,72.36,3.274,217.9237458,6.3,286117.72
0,66.9,3.353,218.0852999,6.3,306069.18
0,56.71,3.332,218.408408,6.3,353652.23
0,60.71,3.297,218.5699621,6.3,311906.7
